40,Proof Branding,Your brand has a story. We help bring it to life.,"""The new brand has been perceived very positively. We have people telling us every day they love our new look...""",5.0,2,"$10,000",$150 - $199 / hr,2 - 9,"Nashville,
TN",service_focus,https://clutch.co/profile/proof-branding,http://proofbranding.com
41,FUSEIDEAS,Great Ideas Are Born To Perform,"""Fuse is very good at working with organizations. They offer a wide range of options and costing models.""",4.0,2,Undisclosed,$150 - $199 / hr,10 - 49,"Winchester,
MA",service_focus,https://clutch.co/profile/fuseideas,http://fuseideas.com/
42,Intrigue Media,Get Noticed. Get Found.,"""The site is performing great, it looks great, and it's easy to navigate...""",5.0,1,"$5,000",$50 - $99 / hr,10 - 49,"Guelph,

Canada",service_focus,https://clutch.co/profile/intrigue-media,http://www.intrigueme.ca
44,Constructive,A Branding & Web Design Firm on a Mission,"""With their past work in the non-profit sector, Constructive had a credible voice around the table, especially when s...""",4.8,6,"$50,000",$150 - $199 / hr,10 - 49,"New York,
NY",service_focus,https://clutch.co/profile/constructive,https://constructive.co/
46,Smashdeck Marketing,Building scalable sales and marketing programs,"""The team at Smashdeck Marketing were great listeners and seemed to understand our problems even when we didn't artic...""",4.8,2,"$10,000",$100 - $149 / hr,2 - 9,"Long Beach,
CA",service_focus,https://clutch.co/profile/smashdeck-marketing,http://www.smashdeck.com
47,BRAINTRUST,Integrated agency specializing in travel,"""If I could say every lovely word available about this company [Braintrust], I would...""",4.4,5,Undisclosed,$150 - $199 / hr,10 - 49,"Las Vegas,
NV",service_focus,https://clutch.co/profile/braintrust,http://braintrustlv.com/
49,RSQ,"Ingenuity, agility and guts.","""Now our website, messaging, and branding is very unique to us and unique within the investment industry...""",5.0,1,"$10,000",$100 - $149 / hr,10 - 49,"Mobile,
AL",service_focus,https://clutch.co/profile/rsq,http://www.rsq.com
50,Timelapse,Digital Marketing. Delivered.,"""Timelapse managed projects well. They're very organized and pretty autonomous.""",5.0,1,"$5,000",$100 - $149 / hr,2 - 9,"San Francisco,
CA",service_focus,https://clutch.co/profile/timelapse,http://timelapsesf.com
51,Gravity Switch,Technology. Branding. Design.,"""Within two and a half months our inquiries doubled...""",4.8,2,Undisclosed,$150 - $199 / hr,10 - 49,"Northampton,
MA",service_focus,https://clutch.co/profile/gravity-switch,http://gravityswitch.com
54,Design Spinners,Customized Creative Graphic Solutions For All.,"""Whenever I need to put together a good presentation, DesignSpinners is the team I go to...""",5.0,5,"$5,000",$50 - $99 / hr,2 - 9,"Los Angeles,
CA",service_focus,https://clutch.co/profile/design-spinners,http://designspinners.com/
55,altr,"Innovation, Experience Strategy and Design","""The speed at which altr delivered work ... was very impressive.""",4.8,8,Undisclosed,$200 - $300 / hr,2 - 9,"Cambridge,
MA",service_focus,https://clutch.co/profile/altr,http://www.getaltrd.com
56,Rhea + Kaiser,"A strategic, integrated marketing agency.","A strategic integrated marketing agency. Rhea+Kaiser specializes in strategic planning, creative, and branding.",none shown,none shown,"$10,000",$100 - $149 / hr,50 - 249,"Naperville,
IL",service_focus,https://clutch.co/profile/rhea-kaiser,http://www.rkconnect.com/
58,Duncan Channon,"Unearth, unfurl, and unleash distinct identities.",An advertising agency recently names a 2016 Ad Agency of the Year. Duncan Channon specializes in brand launches and re-launches.,none shown,none shown,"$10,000",$100 - $149 / hr,50 - 249,"San Francisco,
CA",service_focus,https://clutch.co/profile/duncan-channon,http://www.duncanchannon.com/
61,Mekanism,Creative Agency,"Mekanism is a full-service creative agency with offices in San Francisco, New York, and Seattle...",none shown,none shown,"$5,000",$100 - $149 / hr,50 - 249,"San Francisco,
CA",service_focus,https://clutch.co/profile/mekanism,https://mekanism.com/
63,AgencyMSI,Integrated solutions.,"An integrated marketing and branding firm. AgencyMSI has experience in advertising, branding strategy, interactive, public relations, and social media.",none shown,none shown,"$10,000",$100 - $149 / hr,50 - 249,"Chicago,
IL",service_focus,https://clutch.co/profile/agencymsi,http://agencymsi.com/
64,Bravo,"Deliver bold, BusinessUnusual ideas.",An advertising and marketing agency specializing in multicultural audiences...,none shown,none shown,"$5,000",$150 - $199 / hr,250 - 999,"Miami,
FL",service_focus,https://clutch.co/profile/bravo,http://www.bebravo.com/
65,Right Hat,Strategic brand consulting and design.,A strategic brand consulting and design firm. Right Hat specializes in marketing programs and design solutions that are memorable and transforming.,none shown,none shown,"$10,000",$100 - $149 / hr,50 - 249,"Chicago,
IL",service_focus,https://clutch.co/profile/right-hat,https://righthat.com/
66,Zambezi,Putting extraordinary into culture.,"An advertising and marketing agency. Zambezi specializes in creative, strategy, production & technology, and client services. Their past work includes Adidas, Focus Features, and Sprite.",none shown,none shown,"$5,000",$50 - $99 / hr,50 - 249,"Culver city,
CA",service_focus,https://clutch.co/profile/zambezi,http://zambezi-la.com/
67,Jacobson Rost,We exist to tell true stories.,"A full-service integrated communications firm. Jacobson Rost specializes in ""creative non-fiction"".",none shown,none shown,"$10,000",$100 - $149 / hr,50 - 249,"Chcago,
IL",service_focus,https://clutch.co/profile/jacobson-rost,http://www.jacobsonrost.com/
68,Vert,Talk mobile to me,"Award-winning creative advertising agency, specializing in developing scalable, sound marketing campaigns.",none shown,none shown,"$1,000",$50 - $99 / hr,50 - 249,"Atlanta,
GA",service_focus,https://clutch.co/profile/vert,http://vertdigital.com/
69,Conill Advertising,U.S. Advertising and Marketing,"An advertising agency specializing in multicultural marketing. Past work includes Toyota, P&G, T-Mobile, Budweiser, and Nestle.",none shown,none shown,Undisclosed,Undisclosed,50 - 249,"El Segundo,
CA",service_focus,https://clutch.co/profile/conill-advertising,http://conill.com/#hpn
71,Pitch,It's our name. And our mission.,"A full-service advertising agency. Pitch specializes in strategy and creative, and past work includes Netflix, Pepsi, Bonefish Grill, and Citrix.",none shown,none shown,"$5,000",$50 - $99 / hr,50 - 249,"Culver City,
CA",service_focus,https://clutch.co/profile/pitch,http://www.thepitchagency.com/
72,Kovel/Fuller,We build Main Street brands.,Kovel/Fuller operates as your marketing partner and devotes themselves to gaining a grassroots understanding of your business.,none shown,none shown,"$1,000",$50 - $99 / hr,50 - 249,"Culver City,
CA",service_focus,https://clutch.co/profile/kovelfuller,http://www.kovelfuller.com/
73,Citizen Group,Pro-Social Marketing.,A pro-social marketing agency. Citizen Group specializes in philanthropic and non-profit initiatives.,none shown,none shown,"$10,000",$100 - $149 / hr,10 - 49,"San Francisco,
CA",service_focus,https://clutch.co/profile/citizen-group,http://www.citizengroup.com/
74,Quigley-Simpson,US Advertising and Marketing,"Quigley-Simpson is a full-service advertising agency. Founded in 2002 and with offices in LA and NYC the company specializes in strategic planning, marketing, media planning & media buying, brand building, creative development, production and multicultural advertising.",none shown,none shown,"$1,000",$50 - $99 / hr,50 - 249,"Los Angeles,
CA",service_focus,https://clutch.co/profile/quigley-simpson,http://www.quigleysimpson.com/
75,Conectar Agency,Orlando Marketing Agency,"""Conectar Agency has plenty of knowledge about current technology. They don't make things complicated...""",5.0,4,Undisclosed,$100 - $149 / hr,2 - 9,"Maitland,
FL",service_focus,https://clutch.co/profile/conectar-agency,http://Conectaragency.com
76,Dailey Advertising,A full-service ad agency.,"A full-service creative advertising agency. Dailey Advertising specializes in memorable brand stories. Past projects include work for Dole, Nestle, Wonka, Ford, and Honda.",none shown,none shown,"$1,000",$50 - $99 / hr,50 - 249,"West Hollywood,
CA",service_focus,https://clutch.co/profile/dailey-advertising,http://www.daileyideas.com/
78,Stevens & Tate,recognize measurable results,"An independent, full-service agency. Stevens & Tate specializes in marketing strategy, brand development, and advertising.",none shown,none shown,"$10,000",$100 - $149 / hr,10 - 49,"Lombard,
IL",service_focus,https://clutch.co/profile/stevens-tate,http://www.stevens-tate.com/
79,SS+K,"Creatively driven, truth inspired & mission based","An advertising and marketing agency specializing in integrating disciplines across media, technology, brand strategy, and data analytics. Past projects include President Obama's 2012 campaign and Match.com.",none shown,none shown,"$100,000",$200 - $300 / hr,50 - 249,"New York,
NY",service_focus,https://clutch.co/profile/ssk,https://www.ssk.com/
81,SOCIALDEVIANT,Start by starting.,A full-service content marketing agency. SOCIALDEVIANT specializes in building dynamic brands in a nonlinear fashion.,none shown,none shown,"$10,000",$100 - $149 / hr,10 - 49,"Chicago,
IL",service_focus,https://clutch.co/profile/socialdeviant,http://socialdeviant.com/
82,Simple Truth,Business Thinking. Creative Thinking.,"A branding and marketing agency. Simple Truth specializes in digital channel strategy, content strategy, and brand architecture.",none shown,none shown,"$10,000",$100 - $149 / hr,10 - 49,"Chicago,
IL",service_focus,https://clutch.co/profile/simple-truth,http://yoursimpletruth.com/
83,Siltanen & Partners Advertising,Let's make your brand amazing.,"A full-service advertising agency. Siltanen & Partners Advertising specializes in creative, strategic planning, brand analysis, design, and public relations.",none shown,none shown,"$5,000",$50 - $99 / hr,10 - 49,"El Segundo,
CA",service_focus,https://clutch.co/profile/siltanen-partners-advertising,http://siltanen.com/
84,Heavenly Group,Ideas for an Impatient World,We see a world of consumers bombarded with commercial messaging and information in volumes and at volumes that make t...,none shown,none shown,Undisclosed,$150 - $199 / hr,50 - 249,"London,

United Kingdom",service_focus,https://clutch.co/profile/heavenly-group,http://heavenly.co.uk/
85,Mighty 8th Media,Let's make history.,A measurable marketing and advertising firm...,none shown,none shown,Undisclosed,Undisclosed,10 - 49,"Buford,
GA",service_focus,https://clutch.co/profile/mighty-8th-media,http://www.m8th.com/
86,INK Agency,Rewrite the rules and build something great.,"Ink Agency is a full-service, fully integrated creative advertising and marketing agency. Their past work includes Cisco, Yokohama, and Vizio.",none shown,none shown,"$1,000",$50 - $99 / hr,10 - 49,"Irvine,
CA",service_focus,https://clutch.co/profile/ink-agency,http://www.inkagency.com/
87,Forza Migliozzi,dedicated to defying conventional methods,"Fully integrated advertising agency. Forza Migliozzi specializes in brand content. Past work includes Nike, Audi, and Subaru.",none shown,none shown,"$5,000",$50 - $99 / hr,10 - 49,"Hollywood,
CA",service_focus,https://clutch.co/profile/forza-migliozzi,http://forzamigliozzi.com/fm1/
88,MC Squared,LA Advertising and Marketing,A full-service advertising and marketing agencies. MC Squred integrates the best of digitial and social media.,none shown,none shown,"$1,000",$50 - $99 / hr,10 - 49,"Los Angeles,
CA",service_focus,https://clutch.co/profile/mc-squared,https://e-mc2.com/
89,KK Los Angeles,American Advertising and Marketing,"A multinational advertising agency. KK Los Angeles's previous work includes Umbro, Aer Lingus, Red Stripe, Greenpeace, and Diesel.",none shown,none shown,"$1,000",$50 - $99 / hr,10 - 49,"Los Angeles,
CA",service_focus,https://clutch.co/profile/kk-los-angeles,http://www.kklosangeles.com/
90,Lovio George,We're curious. We work hard. We make a difference.,"A branding, advertising, and integrated marketing agency. Lovio George works with global and local brands to bring results.",none shown,none shown,"$1,000",$50 - $99 / hr,10 - 49,"Detroit,
MI",service_focus,https://clutch.co/profile/lovio-george,http://www.loviogeorge.com/
91,Imagination Publishing,Content for Thought Leaders,Imagination is a custom publisher and content marketing agency based in Chicago...,none shown,none shown,Undisclosed,$100 - $149 / hr,50 - 249,"Chicago,
IL",service_focus,https://clutch.co/profile/imagination-publishing,http://www.imaginepub.com
92,TRAFFIK,We delivery industry disrupting creative.,"Advertising and digitial media agency. TRAFFIK speecialises in marketing for regulated industries, and is experienced in highly visbile creative and digital content.",none shown,none shown,"$10,000",$200 - $300 / hr,10 - 49,"Irvine,
CA",service_focus,https://clutch.co/profile/traffik,http://www.wearetraffik.com/
93,BARU Advertising,The future of multicultural marketing + media.,An advertising and marketing firm specializing in multi-cultural media...,none shown,none shown,"$5,000",$50 - $99 / hr,10 - 49,"Culver City,
CA",service_focus,https://clutch.co/profile/baru-advertising,http://www.baru-ad.com/
94,Uptown Treehouse,Bringing brands closer to their roots.,"A digital marketing agency specializing in social media leverage. Uptown Treehouse's capabilities include content creation, digital campaigns, and innovation. Past work includes Breaking Bad, Nike, and Microsoft.",none shown,none shown,"$5,000",$50 - $99 / hr,10 - 49,"Los Angeles,
CA",service_focus,https://clutch.co/profile/uptown-treehouse,http://uptowntreehouse.com/
96,AppN2O,The Turbo Boost for Your Apps,AppN20 as an app marketing agency is thoroughly dedicated to serving the app marketing and monetization strategies fo...,none shown,none shown,Undisclosed,< $25 / hr,50 - 249,"Ahmedabad,

India",service_focus,https://clutch.co/profile/appn2o,http://www.appn2o.com
97,Mortar,We are happy agitators. We are healthy skeptics.,"Established in 2002, Mortar has worked with brands such as Apple, American Airlines, Eat24, Golden Gate University, E...",none shown,none shown,Undisclosed,$200 - $300 / hr,10 - 49,"San Francisco,
CA",service_focus,https://clutch.co/profile/mortar,http://www.mortaragency.com/
98,More Yellow,The Digital Campaign Agency.,A digital campaign agency. More Yellow specialzes in combining advertising tacts with digital product building to tell a story through online channels.,none shown,none shown,"$5,000",$50 - $99 / hr,10 - 49,"Irvine,
CA",service_focus,https://clutch.co/profile/more-yellow,http://moreyellow.com/
100,Promoshop,The Creative merchendising agency,"PromoShop is a promotional merchandise company founded in 1992 and headquartered in Los Angeles, California...",none shown,none shown,Undisclosed,$100 - $149 / hr,50 - 249,"Los Angeles,
CA",service_focus,https://clutch.co/profile/promoshop,http://promoshopinc.com/
101,Stills Branding,Emotion + Understanding = Brands With Feeling,"Stills Branding is a graphic design organization founded in 1981 and headquartered in Cardiff, England...",none shown,none shown,Undisclosed,$150 - $199 / hr,10 - 49,"Cardiff,

United Kingdom",service_focus,https://clutch.co/profile/stills-branding,http://www.stills.co.uk/
102,...and company,Los Angeles Advertising and Marketing,"An advertising and branding agency. Past projects include work for Netflix, ESPN, FX, and Esquire.",none shown,none shown,"$1,000",$50 - $99 / hr,10 - 49,"Los Angeles,
CA",service_focus,https://clutch.co/profile/company,https://www.andcompany.com/
103,Chen Design Associates,Branding and Strategic Design Firm,"Started in 1991 by Josh Chen, Chen Design is a San Francisco-based branding agency that has worked in graphic design...",none shown,none shown,Undisclosed,$200 - $300 / hr,10 - 49,"San Francisco,
CA",service_focus,https://clutch.co/profile/chen-design-associates,http://www.chendesign.com/
104,High Wide & Handsome,An uncommonly loyal advertising agency.,"An advertising agency specializing in brand strategy and online advertising. High Wide and Handsome's past work includes Top Ramen, Cup Noodle, and Toshiba.",none shown,none shown,"$5,000",$50 - $99 / hr,10 - 49,"Culver City,
CA",service_focus,https://clutch.co/profile/high-wide-handsome,http://www.highwidehandsome.com/#!/
105,Multiple,A strategic design firm.,"Multiple is a strategic design firm based in Chicago, with offices in Atlanta and Vancouver...",none shown,none shown,Undisclosed,$200 - $300 / hr,10 - 49,"Chicago,
IL",service_focus,https://clutch.co/profile/multiple,https://multipleinc.com/
106,Palmer Ad Adgency,The Perfect Blend of Inbound & Outbound Marketing.,"A branding and response generation agency. Palmer Ad Agency specializes in advertising, media, social media, and digital marketing.",none shown,none shown,"$10,000",$100 - $149 / hr,2 - 9,"San Francisco,
CA",service_focus,https://clutch.co/profile/palmer-ad-adgency,http://palmeradagency.com/
107,Gravity Road,"We bring a smart, new approach to content creation","An advertising agency. Gravity Road specializes in content creation, advertising and media, and video production.",none shown,none shown,"$1,000",$50 - $99 / hr,10 - 49,"London,

United Kingdom",service_focus,https://clutch.co/profile/gravity-road,http://gravityroad.com/
108,Flynaut LLC,Your Digital Partner.,"Our offices in Atlanta, Dubai allow us to see internet marketing from different viewpoints...",none shown,none shown,Undisclosed,$50 - $99 / hr,10 - 49,"Atlanta,
GA",service_focus,https://clutch.co/profile/flynaut,http://www.flynaut.com
109,Organic,A creative digital agency,"Organic helps global brands accurately predict outcomes, spot trends, identify behaviors, and create a much deeper co...",none shown,none shown,"$10,000",$50 - $99 / hr,250 - 999,"San Francisco,
CA",service_focus,https://clutch.co/profile/organic,http://www.organic.com/
110,Someoddpilot,Practice & Theory,"Founded in 1999, Someoddpilot is a Chicago-based visual design and branding studio...",none shown,none shown,Undisclosed,$200 - $300 / hr,10 - 49,"Chicago,
IL",service_focus,https://clutch.co/profile/someoddpilot,http://www.someoddpilot.com/
111,Heat,We believe in the power of surprise.,A full-service creative agency. Heat specializes in surprising creative work from out-of-home to video.,none shown,none shown,"$10,000",$100 - $149 / hr,50 - 249,"San Francisco,
CA",service_focus,https://clutch.co/profile/heat,http://thisisheat.com/
112,Lipman Hearne,Changing the conversation.,"A marketing partner for visionary institutions. Lipman Hearne specializes in branding, strategy, and communications.",none shown,none shown,"$10,000",$100 - $149 / hr,50 - 249,"Chicago,
IL",service_focus,https://clutch.co/profile/lipman-hearne,http://www.lipmanhearne.com/
113,Otherwise,A Strategic Creative Studio,"Otherwise, a strategic creative and branding agency founded in 1990...",none shown,none shown,Undisclosed,$200 - $300 / hr,10 - 49,"Chicago,
IL",service_focus,https://clutch.co/profile/otherwise,http://www.otherwiseinc.com/
114,Something Massive,"Big experience, boutique service.","A boutique advertising agency specializing in content, strategy, and production. Previous projects include work for Regal Cinemas and Peet's Coffee & Tea.",none shown,none shown,"$1,000",$50 - $99 / hr,10 - 49,"Los Angeles,
CA",service_focus,https://clutch.co/profile/something-massive,http://somethingmassive.com/
115,Eleven Inc.,Independent agency that solves big brand problems,"An independently owned, full-service, integrated communications agency. Eleven Inc. specializes in brand vision, creative content, branded experiences, and consumer activation.",none shown,none shown,"$10,000",$100 - $149 / hr,50 - 249,"San Francisco,
CA",service_focus,https://clutch.co/profile/eleven,http://www.eleveninc.com/#/
116,Turn The Page Online Marketing,Freaky Good Online Marketing & Web Design,"Turn The Page Online Marketing is a comprehensive agency that provides advertising/branding, digital marketing, socia...",none shown,none shown,Undisclosed,$100 - $149 / hr,10 - 49,"Lee's Summit,
MO",service_focus,https://clutch.co/profile/turn-page-online-marketing,http://turnthepage-onlinemarketing.com/
117,MAGNETIC Creative,We Craft Authentic Brand Stories,Magnetic Creative is a branding agency with offices in both South Africa and Southern California...,none shown,none shown,Undisclosed,$100 - $149 / hr,10 - 49,"Temecula,
CA",service_focus,https://clutch.co/profile/magnetic-creative,http://www.magneticcreative.com/?utm_source=Clutch.co&utm_medium=Profile%20clicks&utm_campaign=Clutch
118,88 Brand Partners,United We Brand,"Founded in 1988, 88 Brand Partners is a branding and creative agency based in Chicago, Illinois...",none shown,none shown,Undisclosed,$150 - $199 / hr,10 - 49,"Chicago,
IL",service_focus,https://clutch.co/profile/88-brand-partners,http://88brandpartners.com/
119,Nelson Cash,We harness might and magic.,"A creative studio. Nelson Cash specializes in branding, marketing and adveritising, with experience in UI/UX design and market research.",none shown,none shown,"$10,000",$100 - $149 / hr,10 - 49,"Chicago,
IL",service_focus,https://clutch.co/profile/nelson-cash,http://nelsoncash.com/
121,Chapter SF,We exist to solve wicked problems.,"A creative company. Chapter SF specializes in commercial creativity, brand development, experience design, and marketing.",none shown,none shown,"$10,000",$100 - $149 / hr,50 - 249,"San Francisco,
CA",service_focus,https://clutch.co/profile/chapter-sf,http://chaptersf.com/
122,Think Jam,An entertainment marketing agency.,"An entertainment marketing agency. Think Jam's specialties include social media marketing, video and content production, and out of home advertising.",none shown,none shown,"$1,000",$50 - $99 / hr,50 - 249,"Los Angeles,
CA",service_focus,https://clutch.co/profile/think-jam,http://thinkjam.com/
123,Standard Time,A content & design studio built for tomorrow.,"A content and creative agency. Standard Time's previous work includes Sephora, Twitter, and Toms.",none shown,none shown,"$50,000",$150 - $199 / hr,10 - 49,"Los Angeles,
CA",service_focus,https://clutch.co/profile/standard-time,http://www.standardtimela.com/
124,Battery,Battery was born of an idea.,An advertising and marketing agency. Battery specializes in brand development and production.,none shown,none shown,"$5,000",$50 - $99 / hr,10 - 49,"Hollywood,
CA",service_focus,https://clutch.co/profile/battery,http://batteryagency.com/
125,Butchershop Creative,Let's Make Amazing,"Founded in 2009, Butchershop is a fully integrated creative agency based in San Francisco...",none shown,none shown,Undisclosed,$150 - $199 / hr,10 - 49,"San Francisco,
CA",service_focus,https://clutch.co/profile/butchershop-creative,http://www.butchershop.co/
